Gene_Name,Expression_Score
BARX2,0.0
TMEM56,84.6666666667
CABYR,72.3333333333
BARX1,37.3333333333
SH2B2,100.0
SH2B3,100.0
CHTF18,84.0
C19orf18,21.3333333333
NOL4,13.3333333333
NOL7,100.0
NOL6,31.3333333333
OLIG2,7.0
C19orf12,71.1111111111
NOL3,88.1666666667
OLIG1,37.3333333333
TTTY2,0.0
NIPSNAP1,100.0
GABRB3,40.3333333333
TTTY6,0.0
TTTY7,0.0
TTTY5,8.0
PHF17,99.0
LOC100506661,98.6666666667
DCAKD,41.5555555556
SPAG9,99.4666666667
TMEM70,87.7777777778
CLPTM1,97.3333333333
C17orf39,56.0
SRRT,51.2
C17orf37,100.0
LPA /// PLG,0.0
TMEM51,100.0
CDC40,100.0
CDC42,60.6666666667
LOC100289019,68.0
RGS8 /// SDHAP3,86.6666666667
MGC15885,2.66666666667
PGLYRP3,0.0
PLGLB1 /// PLGLB2,82.0
PGLYRP1,0.0
MOSPD2,99.6666666667
ACRV1,32.2222222222
PDDC1,100.0
PGLYRP4,60.0
KDM4D,4.33333333333
BIN1,69.4666666667
BIN3,66.0
LOC255480,34.6666666667
RGS22,52.0
RGS20,20.6666666667
DPYD,53.7777777778
UBTF,76.8
CDCA2,80.6666666667
CDCA3,85.3333333333
YLPM1,79.5
CDCA7,97.0
CDCA4,98.6666666667
CDCA5,79.3333333333
NFKBIE,84.0
NDUFA4L2,84.0
MID1,95.7777777778
GFAP,0.0
FAM90A1 /// LOC100287045,0.0
LOC100289061,11.3333333333
UTS2,26.6666666667
FAM108C1,100.0
NAA11,5.33333333333
YWHAG,100.0
C19orf47,4.66666666667
CPA2,2.66666666667
RSF1,97.5555555556
VPS53,63.8095238095
LOC100506259,7.33333333333
OAF,34.3333333333
KCNF1,5.33333333333
PLB1,0.0
LOC100506251,63.3333333333
PPP2R2B,46.3333333333
FLJ31306,98.0
SASH1,96.6666666667
TCL1B,0.0
TCL1A,17.0
ALKBH5,76.4444444444
LOC100133920 /// LOC286297,33.0
ZSCAN12P1,0.0
FLJ10213,16.0
LOC100509223,0.0
CYB5A,77.3333333333
CYB5B,66.0
RALB,100.0
C11orf49,66.0
PYROXD1,91.5555555556
IGHA1 /// IGHV2-70 /// IGHV4-31 /// LOC100290006,26.0
CLDN11,43.0
GC,0.0
IGDCC3,14.3333333333
IGDCC4,61.3333333333
FCGR2A /// FCGR2C,50.6666666667
C1orf182,1.33333333333
HLA-DMA,100.0
PCK2,100.0
SYTL4,59.1111111111
NPAS4,0.333333333333
SYTL1,98.6666666667
SYTL3,71.6
SYTL2,93.7777777778
SPRED1,97.3333333333
SPRED2,41.3333333333
PTHLH,52.0
KRTAP7-1,14.6666666667
RGNEF,60.6666666667
KRT71,0.0
C1orf183,5.66666666667
LOC100272217,35.6666666667
LOC100272216,100.0
C17orf108,74.3333333333
MTMR9LP,39.3333333333
PRL,8.66666666667
VOPP1,100.0
PLEKHH3,35.6666666667
PLEKHH2,75.5555555556
PLEKHH1,68.3333333333
RELT,8.0
ESRP2,98.6666666667
ESRP1,99.6666666667
RELN,61.3333333333
RELB,82.0
RELA,65.5555555556
HDGF,100.0
PRY,2.66666666667
PRX,8.33333333333
ZMPSTE24,100.0
MRPL36,100.0
TYRP1,69.3333333333
CRISPLD1,89.3333333333
C17orf105,0.0
MRPL32,100.0
MRPL33,100.0
MRPL30,100.0
CARD9,34.6666666667
NFYA,72.8888888889
PTH2R,31.3333333333
UBE2R2,100.0
CYYR1,94.3333333333
FAM69C,0.0
FAM69B,29.3333333333
FAM69A,82.8888888889
KLK3,9.11111111111
KLK4,5.6
KLK5,36.0
DMRTC2,6.66666666667
KLK7,40.0
KLK8,22.6666666667
THOC2,100.0
THOC1,99.3333333333
THOC7,50.0
THOC6,84.0
THOC5,80.6666666667
THOC4,100.0
LOC643623,12.0
ZNF671,71.3333333333
LOC144481,28.6666666667
FLJ35424,0.666666666667
ZNF843,64.0
ZNF844,65.0
RHBDL3,1.66666666667
LOC144486,0.0
RHBDL1,0.0
LOC100131642,50.0
PARP16,99.3333333333
HSD3B7,82.6666666667
FLJ42709,71.5555555556
HSD3B1,0.0
HSD3B2,1.33333333333
WHSC1,79.7777777778
LOC100129034,39.6666666667
CD300C,1.33333333333
CD300A,36.8888888889
TMEM86A,40.0
WHSC2,99.0
LOC100289230,80.0
RECQL5,31.6
FOXP3,6.0
COPS8,73.2222222222
MAZ,48.1666666667
RCCD1,49.0
SMPD3,15.0
FOXP4,46.6666666667
MSL3,69.3333333333
COPS2,100.0
ERI2,66.6666666667
SAA4,64.6666666667
COPS6,100.0
TBR1,2.0
COPS4,52.0
PKD2,100.0
ZNF592,87.3333333333
PPOX,50.2222222222
YTHDF1,100.0
ZNF596,58.0
KTI12,100.0
GTSF1,58.6666666667
ZNF595,6.66666666667
ZNF598,45.0
ZNF599,50.8333333333
MYCN,12.9333333333
EPC1,70.6666666667
ZFR2,5.33333333333
PLCH2,0.666666666667
SPOP,98.2222222222
TKT,90.8888888889
PLCH1,42.2222222222
VEZF1,100.0
LOC439938,35.3333333333
NLK,100.0
FDFT1,99.5555555556
FAM135A,69.1111111111
FAM135B,5.0
TMEM45B,97.6666666667
LOC100130815,1.33333333333
NUDT9,100.0
IGF1,84.6666666667
DLD,99.3333333333
TMED5,66.2222222222
NUDT1,93.3333333333
NUDT2,48.6666666667
NUDT3,36.6666666667
NUDT4,62.6666666667
NUDT5,100.0
NUDT6,94.3333333333
LOC648691,8.0
TFPI,86.1333333333
SEPN1,91.3333333333
PVR,44.5555555556
TK2,50.4
TK1,95.0
HSPA8,100.0
PHLDB1,28.2222222222
PHLDB2,55.3333333333
PHLDB3,32.4444444444
3-Sep,23.5555555556
CTBP2,97.3333333333
LARS,99.6666666667
SPRY4,69.6666666667
LOC100506168,100.0
CDNF,35.3333333333
SST,6.66666666667
ELK4,55.4444444444
FLJ42875,15.6666666667
MEF2C,89.5555555556
CEP170 /// CEP170P1,44.6666666667
MEF2A,97.0
LOC283888,0.0
FETUB,7.33333333333
RSL24D1,100.0
LOC220906 /// RPL7L1,100.0
MSLN,66.0
LOC283887,4.66666666667
FBXL20,86.8
FBXL21,2.22222222222
FBXL22,0.0
SSB,100.0
PRO2964,10.0
ZNF337,98.0
ZNF334,30.0
EPHX3,67.3333333333
EPHX4,63.3333333333
LOC100506418,8.0
ZNF330,73.3333333333
ZNF331,96.6666666667
TEX15,8.66666666667
TEX14,12.0
RPLP1,100.0
RPLP0,100.0
TEX11,14.4444444444
TEX10,95.3333333333
TEX12,0.0
CSMD2,24.0
CD300LF,93.3333333333
SLCO1B1,31.3333333333
CSMD1,6.13333333333
RACGAP1P,0.666666666667
MALAT1,100.0
LRRC3B,40.6666666667
DNAJB4,95.0
NBPF4,4.66666666667
ECD,100.0
LOC100506530,2.0
NOTCH2NL,100.0
AMDHD1,40.0
ZNF804A,25.3333333333
LOC157627,0.666666666667
CIB2,42.2222222222
NDFIP2,77.0
MAPKSP1,99.3333333333
CIB1,100.0
PRIMA1,26.0
CIB4,14.6666666667
THYN1,100.0
LOC100132726 /// LOC100506819,6.66666666667
HBXIP,100.0
FLJ37035,29.7777777778
MRPL38,51.6666666667
DEFB121,0.0
TTC29,20.6666666667
TRIL,69.3333333333
LOC285835,72.6666666667
LETMD1,100.0
NTF4,41.3333333333
MTMR12,97.3333333333
RPS6KL1,5.33333333333
MTMR10,50.0
UGDH,100.0
CELSR3,48.6666666667
CELSR2,94.0
CELSR1,36.8888888889
ZBBX,37.3333333333
KIAA1045,6.66666666667
PTCHD2,0.666666666667
SLCO1A2,11.7777777778
TSEN54,62.4444444444
MRPL39,81.0
NEK6,35.6666666667
LRRC38,17.3333333333
LRRC39,43.3333333333
C14orf129,100.0
C14orf128,58.6666666667
LOC642891,8.0
TATDN3,83.6666666667
METAP1D,27.1666666667
LRRC32,76.6666666667
LRRC33,63.3333333333
LRRC34,60.6666666667
C14orf126,98.6666666667
LY6G5C,79.3333333333
MFN2,66.2222222222
TCP1,100.0
C1orf86,25.4444444444
ZNF33B,53.1111111111
ZNF33A,82.4444444444
FAM117A,100.0
FAM117B,50.1666666667
PATL1,86.5333333333
THTPA,54.0
NAA50,100.0
MAD2L2,98.6666666667
MAD2L1,94.0
SVIL,64.2222222222
KTN1,100.0
TCEB3,58.8
TCEB2,81.3333333333
TCEB1,100.0
GTF3C4,89.1111111111
ENAH,80.4444444444
KISS1,0.0
CEP57L1,51.5555555556
IQCJ-SCHIP1 /// SCHIP1,100.0
IQSEC1,63.3333333333
LOC100509030,2.66666666667
C20orf197,32.0
BMPER,13.3333333333
C20orf195,1.33333333333
C20orf194,100.0
SVIP,99.3333333333
CLCNKB,8.88888888889
LRP2BP,10.0
C16orf70,63.0
CD99L2,41.1666666667
PURB,73.6
VPREB1,10.0
SIN3A,51.0
POR,100.0
SGK196,0.0
APOA1,0.333333333333
PTGDS,91.7777777778
KIF5C,5.11111111111
RIC3,17.3333333333
CLDN14,4.66666666667
OXSR1,100.0
ST8SIA5,0.0
ST3GAL3,9.2380952381
ST3GAL2,52.5
ST3GAL1,93.7777777778
ST3GAL6,59.7777777778
ST3GAL5,100.0
ST3GAL4,36.6666666667
NINJ1,99.3333333333
NINJ2,90.6666666667
C7orf28B,100.0
GALNS,50.0
ATXN3L,6.66666666667
RCOR3,72.6666666667
NEK2,85.0
HNRNPA1 /// LOC100506653,98.0
NCRNA00204B,14.6666666667
TJAP1,63.3333333333
SLC16A9,51.3333333333
SLC16A8,3.33333333333
LOC100507425,10.6666666667
LOC100507424,68.6666666667
ZNF324B,13.0
LOC100507421,0.0
SLC16A1,70.4
SLC16A3,60.5333333333
SLC16A2,54.0
SLC16A5,67.5555555556
NPY2R,8.22222222222
SLC16A7,95.1111111111
SLC16A6,96.6666666667
ARHGAP30,51.0
ARHGAP31,63.3333333333
ARHGAP32,88.5
CDRT15L2,0.0
BCKDHB,50.0
HEATR1,88.0
ARHGAP36,0.0
BCKDHA,100.0
WIPF3,9.11111111111
ARHGAP39,54.0
WIPF1,85.6666666667
CMKLR1,56.2222222222
LOC644538,52.0
MON1B,98.6666666667
FLJ43390,3.66666666667
DYNLL1,100.0
LYVE1,50.3333333333
DYNLL2,100.0
STK38L,99.3333333333
LOC100271836 /// LOC440354 /// LOC595101 /// LOC641298 /// SLC7A5P1 /// SLC7A5P2,98.6666666667
PRDM5,28.0
KHDC1,19.3333333333
UQCRQ,100.0
RBM4B,100.0
PIBF1,100.0
UQCRH,100.0
LOC155060,86.0
MUDENG,98.2222222222
LOC647946,46.0
UQCRB,87.8333333333
FRY,89.3333333333
SIK1,55.0
CACNA1H,4.33333333333
GPS1,100.0
GPS2,100.0
CACNA1A,31.7777777778
CACNA1B,1.33333333333
CACNA1C,30.3333333333
CACNA1D,47.5
CACNA1E,2.0
CACNA1F,0.0
CACNA1G,3.46666666667
LAMA2,68.1666666667
SPINLW1,17.6666666667
LOC100506379,1.33333333333
LYPLA1,100.0
GLO1,100.0
ATP6V0D1,100.0
TAOK3,99.0
ZNF446,8.0
LSS,58.6666666667
LOC729799,60.6666666667
FLCN,40.1333333333
KIF19,1.33333333333
BMP8A,2.22222222222
TARP /// TRGC2,79.7777777778
HOTAIR,31.3333333333
LMAN1L,0.0
SLC15A2,89.5555555556
SLC15A3,84.0
SLC15A1,16.3333333333
SLC15A4,66.6666666667
CARHSP1,49.6666666667
RBM41,99.3333333333
RBM42,100.0
RBM43,84.0
RBM45,77.0
RBM46,0.666666666667
RBM47,65.6
IGLV1-40,80.0
NPY1R,29.3333333333
MIR622,0.0
PQBP1,83.7777777778
LOC728084,3.33333333333
TTC15,97.3333333333
SLC22A16,9.66666666667
TTC17,77.8888888889
CCDC28A,100.0
RP9P,80.0
TTC13,100.0
SLC22A17,19.3333333333
TTC19,100.0
QRFPR,0.0
C4orf29,94.4444444444
8-Mar,73.0
SLC22A15,92.0
UTP14A /// UTP14C,100.0
FAM48A,80.5333333333
C3orf64,100.0
C3orf65,4.0
C3orf66,1.33333333333
C4orf22,8.66666666667
LOC144742,0.0
C3orf62,41.0
C4orf26,4.0
SLC31A1,93.1111111111
DNAJC9,68.4444444444
ABCA8,34.4444444444
ZFP90,67.7777777778
ZFP91,100.0
RFC2,85.6666666667
PDIK1L,100.0
RICTOR,97.6666666667
CRIP3,1.33333333333
S100A13,100.0
MFNG,44.6666666667
PPM1G,100.0
PPM1F,56.8333333333
PPM1E,16.0
PPM1D,100.0
ABCF3,99.3333333333
PPM1B,100.0
PPM1A,99.8888888889
EGR2,88.0
EGR3,98.0
PPM1M,98.6666666667
EGR1,99.7777777778
PPM1K,94.3333333333
PPM1J,21.3333333333
EGR4,10.4444444444
PPM1H,44.8888888889
C16orf79,62.6666666667
LOC100130705,26.6666666667
LOC100130700,12.0
HSPC081,0.0
DNASE1L1,100.0
PJA1,100.0
PJA2,100.0
CHEK2,52.0
LMO2,100.0
CHEK1,91.6666666667
IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100510678,1.33333333333
tAKR,0.0
PRKAB2,100.0
NSMCE2,100.0
PRKAB1,97.0
SIKE1,80.8
PRMT3,100.0
CYP1A1,5.33333333333
PAX5,26.0
PAX4,6.0
PTPN9,61.5555555556
PAX6,6.66666666667
PAX1,1.66666666667
PAX3,3.16666666667
PAX2,11.3333333333
PCDHA10,2.0
LOC286114,5.33333333333
PTPN1,26.0
LMO3,69.3333333333
PAX9,23.3333333333
PTPN6,100.0
PTPN5,0.666666666667
RG9MTD1,100.0
GINS2,31.5555555556
GINS3,91.0
ORC1,31.3333333333
GINS1,100.0
PROK1,8.0
GINS4,43.3333333333
PROK2,4.0
DDR2,77.0
PLD4,16.6666666667
DDR1,100.0
BARHL1,0.0
IL18R1,78.0
LRCH4,33.7777777778
LOC100310756,100.0
NNMT,99.3333333333
LRCH1,82.0
NAGA,100.0
LRCH3,78.1904761905
ABCC11,1.33333333333
MBD3L1,4.33333333333
MBD3L2,0.0
MGC10814,2.66666666667
PTDSS1,100.0
PTDSS2,56.0
AGBL4,7.66666666667
AGBL3,22.0
AGBL2,65.3333333333
AGBL1,35.3333333333
UBE3C,65.1666666667
FSTL3,91.3333333333
EVI5L,11.5555555556
C15orf38,69.3333333333
BAZ1B,37.3333333333
ALG10B,88.8888888889
ARRB2,98.6666666667
ARRB1,84.2222222222
CHCHD10,100.0
LOC100130911,4.0
ADPRH,60.0
GRK1,0.666666666667
OR7E126P,88.6666666667
C15orf34,1.33333333333
LOC553103,50.0
ADORA1,38.3333333333
ADI1,100.0
CNTD2,14.0
IGHA1 /// IGHV4-31 /// LOC100290006,20.6666666667
LOC253842 /// NR6A1,5.55555555556
MLN,0.0
COL16A1,90.0
GPNMB,99.3333333333
ZEB2,69.7333333333
LOC100505649,0.0
PSMA3,55.3333333333
C9,4.0
PDE7B,15.1111111111
PSMA6,100.0
PSMA7,100.0
PSMA4,100.0
PSMA5,100.0
SLC22A18AS,33.3333333333
DSG3,13.0
PSMA8,1.33333333333
LOC401397,100.0
C7,96.0
C6,6.66666666667
C5,97.3333333333
CAPN2,99.3333333333
FBXO45,95.3333333333
KIF16B,91.3333333333
FBXO46,100.0
FBXO41,32.2222222222
FBXO40,0.0
FBXO43,13.3333333333
FBXO42,73.5
EIF2C4,76.5
DCDC2B,1.33333333333
EIF2C1,97.0
SH3BP5L,98.6666666667
EIF2C2,97.1111111111
VEPH1,46.2222222222
C14orf118,93.1666666667
C20orf62,3.55555555556
EXPH5,66.6666666667
ADIG,0.0
CS,100.0
CP,98.0
RMND5A,80.8888888889
RMND5B,81.3333333333
NRBF2,100.0
KCNJ3,10.8888888889
KCNJ2,96.0
KCNJ1,6.33333333333
SFRP1,36.8333333333
TRAFD1,64.5
KCNJ6,2.66666666667
KCNJ5,8.5
KCNJ4,1.0
LOC646701,2.0
NFKBIB,9.33333333333
KCNJ8,88.6666666667
LOC286126,2.66666666667
C9orf131,0.0
AGPAT6,36.2222222222
AGPAT5,94.0
AGPAT4,38.3333333333
AGPAT3,76.0
AGPAT2,84.6666666667
WAPAL,75.8333333333
LOC153577,33.3333333333
SET,100.0
KIAA1217,76.0
KIAA1210,5.33333333333
KIAA1211,52.2222222222
AGPAT9,100.0
LOC286121,0.0
ID2 /// ID2B,97.3333333333
OR2J2,1.33333333333
OR2J3,1.33333333333
OTUD7A,3.33333333333
LOC729680,84.0
LOC729683,20.3333333333
TMEM154,98.6666666667
SORBS1,53.1666666667
TMEM156,65.6666666667
LACRT,0.0
FOXO6,70.0
FOXO4,52.6666666667
NIP7,100.0
PEX10,77.3333333333
PEX13,79.0666666667
PEX12,100.0
LOC100506057 /// STK32C,74.6666666667
TMEM159,100.0
ANGEL1,66.0
PEX16,66.4444444444
EIF1B,51.6666666667
C22orf28,58.0
LOC390940,67.3333333333
AP3B2,13.6666666667
TFRC,68.8333333333
C22orf29,85.3333333333
ZNF529,60.2222222222
NUF2,94.6666666667
ZNF861P,0.666666666667
SULT1A3 /// SULT1A4,79.1111111111
GAL3ST4,63.3333333333
FLJ23865,0.666666666667
LOC100289465,2.0
CRISPLD2,50.0
LOC100128868,89.3333333333
FGL1,54.0
ELMO3,98.6666666667
SPAG4,98.6666666667
AADAT,77.3333333333
GIT2,50.2666666667
TRIM43 /// TRIM43B,2.0
COG7,96.0
PRDM1,57.3333333333
C19orf34,0.0
LOC201651,6.0
AADAC,39.3333333333
C19orf30,0.0
C19orf33,99.3333333333
LOC100287927,21.8333333333
EPCAM,100.0
PGA3,1.33333333333
C19orf39,84.0
FBXL5,98.6666666667
FAM154A,0.0
HTR6,1.66666666667
MINPP1,100.0
PPP1CB,100.0
PPP1CC,100.0
PPP1CA,100.0
MPPED1,0.0
SARM1 /// TMEM199,53.0
C11orf21,16.3333333333
KLHL4,9.33333333333
C11orf24,70.0
C22orf25,42.6666666667
ABCG4,0.0
LOC100288968,2.0
LOC100289049,70.0
LOC257396,53.3333333333
DCST1,0.0
LOC100288781,1.33333333333
COL6A1,28.25
WBP2,100.0
COL6A3,100.0
COL6A2,96.0
COL6A5,51.0
WBP5,100.0
WBP4,100.0
HYDIN /// HYDIN2,36.0
KLK12,24.6666666667
KLK13,20.8888888889
KLK10,21.6666666667
KLK11,74.0
NDUFAF4,100.0
KLK14,2.66666666667
KLK15,2.0
LOC730441,0.0
GPR22,6.0
FAM71D,11.3333333333
FAM71B,3.77777777778
FAM71C,0.0
CACNG1,1.33333333333
LOC283270,60.0
C1orf222 /// LOC100508506,0.0
C12orf43,100.0
OGG1,65.3333333333
LOC283278,72.0
PLEKHO2,64.0
PRO2852,100.0
PI3,44.6666666667
ALLC,0.0
CDC23,100.0
ARHGDIG,21.3333333333
VSIG10,73.1666666667
HIF1AN,82.2222222222
SESN3,47.3333333333
C3orf31,61.5555555556
CLEC16A,57.0
GPR27,80.6666666667
SLC34A1,4.66666666667
SLC34A3,6.0
SLC34A2,97.3333333333
TET3,40.4444444444
PPP1R16A,99.3333333333
PPP1R16B,52.2222222222
AQP1 /// FAM188B,53.3333333333
PLLP,50.0
LOC284408,57.3333333333
BLNK,100.0
3-Mar,1.33333333333
ATP1A1OS,12.0
ARHGDIA,76.0
LOC255177,0.0
STRN,86.6666666667
ACSM2A /// ACSM2B,0.444444444444
NANP,100.0
KIAA1841,97.3333333333
UBR2,76.0
UBR1,98.6666666667
UBR7,100.0
HSDL1,97.3333333333
UBR5,99.6666666667
NUCB2,75.3333333333
SOCS5,100.0
SOCS4,77.6666666667
SOCS7,80.0
SOCS6,92.6666666667
SOCS1,24.8333333333
SRPR,100.0
SOCS3,56.1666666667
SOCS2,96.6666666667
PPP2CA,78.4444444444
PACSIN1,16.3333333333
LOC100510626 /// S100A13,22.0
CCNY,80.8
LOC219690,0.0
SRPX,100.0
CSTL1,0.0
CCNC,86.3333333333
AATF,100.0
ENAM,11.6666666667
CCNO,74.0
CCNH,100.0
CCNI,90.8888888889
CCNJ,68.2222222222
CCNK,50.0
LOC100506718,64.0
TBRG1,90.5555555556
LOC100506719,97.3333333333
TBRG4,62.3333333333
GREM1,89.0
ARL5A,99.5555555556
EDNRB,87.5555555556
MUCL1,37.3333333333
NCKAP5,44.0
LYSMD1,70.0
IL1R2,61.6666666667
NCKAP1,72.0
PTN,70.1666666667
JMY,98.6666666667
LRRK1,72.0
LRRK2,88.0
PTH,1.33333333333
PLEKHJ1,100.0
SRCRB4D,26.6666666667
COPE,70.3333333333
ABHD10,100.0
ABHD11,50.4444444444
ABHD12,99.1111111111
ABHD13,97.0
TRO,35.3333333333
NGRN,100.0
CRMP1,5.33333333333
TGFB1I1,100.0
FN3K,0.0
FAM108A1,100.0
PTS,100.0
MRPL10,100.0
MRPL11,96.0
MRPL12,50.0
LOC100506856,80.0
LOC100506851,6.0
MRPL15,100.0
C16orf61,100.0
MRPL17,100.0
ARPC3,100.0
ARPC2,100.0
CDC25A,24.2222222222
UAP1,100.0
LTB4R,53.1111111111
LOC100506858,0.0
RNF41,92.3333333333
ARPC4,91.7777777778
TMPRSS12,4.66666666667
TMPRSS13,26.3333333333
DCUN1D2,94.6666666667
ZNF821,5.33333333333
DCUN1D4,94.8888888889
ZNF827,83.7333333333
TMEM102,0.0
SNORA78,0.0
ITPR2,83.8333333333
ITPR3,52.1666666667
ZNF828,100.0
ZNF829,37.0
MEGF9,96.3333333333
SNORA72,94.6666666667
CES1,96.0
AMPH,22.0
USMG5,100.0
LRIG2,59.1666666667
LRIG1,31.3333333333
LOC100507273,86.6666666667
LOC100128262,7.33333333333
ARL17A /// LOC100294341,93.3333333333
PELI2,93.3333333333
C15orf60,25.3333333333
AP1G1,100.0
LASS5,50.6666666667
SNCG,8.33333333333
UNC13A,0.666666666667
EBF4,56.0
CASKIN2,58.3333333333
RNF128,97.3333333333
AIFM2,79.0
RNF126,89.3333333333
RNF125,88.6666666667
AIFM1,100.0
RNF123,78.0
LRRC10B,1.33333333333
RNF121,98.0
LOC100507277,11.3333333333
FLJ44606,53.8333333333
NELF,48.3333333333
LOC100507274,25.3333333333
SSPN,69.8333333333
LOC100130938,13.3333333333
ACAN,6.66666666667
FOXR2,18.0
CDK20,43.3333333333
LOC100130933,52.6666666667
OR11A1,0.0
POT1,100.0
SMR3A /// SMR3B,0.0
MMP19,60.0
CD302,100.0
SACS,100.0
FFAR3,0.0
MUC5B,24.0
OPN5,20.3333333333
OPN4,0.0
OPN3,98.6666666667
UCP2,98.0
NCOR1,82.0
VCX2,9.0
SCAPER,90.6666666667
UCP3,3.33333333333
AVEN,97.3333333333
LOC100287704 /// LOC100287834,0.0
BRP44,100.0
AGTPBP1,51.6666666667
TEC,1.33333333333
REPS1,79.1111111111
TEF,31.7777777778
REPS2,85.3333333333
GPN3,100.0
ENDOU,0.0
GPN1,100.0
TMEM30A,100.0
NFKB1,100.0
NFKB2,55.3333333333
TMEM30B,33.5555555556
LOC100093698,0.0
DEFA1 /// DEFA1B /// DEFA3,21.3333333333
RAP2B,62.6666666667
RAP2C,100.0
KIF14,89.0
RAP2A,66.6666666667
SIAH1,94.8888888889
SIAH2,100.0
SIAH3,0.666666666667
NSA2,100.0
RBPMS2,22.6666666667
LYZL4,17.3333333333
CLPTM1L,67.7777777778
ACAD11 /// NPHP3,98.6666666667
PDZRN4,59.3333333333
GNPAT,100.0
PHLPP1,49.3333333333
ATAD5,74.6666666667
PDZRN3,48.0
PAQR7,94.6666666667
EMILIN3,45.3333333333
NUP210L,36.0
EMILIN1,87.3333333333
TFR2,23.7777777778
DAPP1,84.5
ZNF506,82.4444444444
LOC400550,21.0
PIAS2,48.4444444444
PIAS3,96.6666666667
CTGF,100.0
PIAS1,99.5555555556
LOC283867,7.33333333333
PIAS4,56.3333333333
LOC100009676,3.66666666667
EBF1,78.5
LOC283868,0.0
HIVEP1,86.0
HIVEP2,68.6666666667
HIVEP3,32.6666666667
ZNF311,61.6666666667
FAM115A,82.1333333333
JAGN1,100.0
RASL12,82.6666666667
ZNF316,38.0
ZNF317,54.6666666667
ZNF318,61.7777777778
ZNF319,84.0
LOC100506470,6.0
LOC100506476,30.0
NAA25,100.0
CHRND,0.0
OVOL2,83.0
TMEM99,100.0
P2RX1,49.3333333333
P2RX3,0.0
P2RX2,2.5
P2RX5,52.6666666667
P2RX4,100.0
P2RX7,40.0
P2RX6,9.0
LOC148145,0.0
FAM27E3,92.0
GPR120,18.0
HADHB,100.0
CHRM2,0.0
HADHA,100.0
GABARAP,100.0
SAE1,66.6666666667
RPS19BP1,100.0
FLJ37543,0.0
ST18,6.66666666667
HNRNPD,69.5333333333
FLJ90757,49.7333333333
TNFSF9,46.0
LOC100286922,0.0
DKFZP434H168,2.0
LOC100505697,0.0
KIAA1539,99.3333333333
KBTBD7,100.0
PGRMC2,100.0
PGRMC1,100.0
KBTBD6,95.6666666667
KIAA1530,46.2222222222
AP4M1,96.0
VTI1B,100.0
C13orf1,88.0
LOC730102,74.0
CALB2,63.3333333333
LRRC52,4.0
LRRC50,15.6666666667
PLXNB1,20.6666666667
LRRC56,3.33333333333
LRRC57,100.0
PRODH,87.3333333333
LRRC55,1.33333333333
DENND1C,86.0
DENND1B,83.3333333333
LRRC58,99.3333333333
LRRC59,35.5555555556
LOC100506201,94.0
DIS3,91.6666666667
LOC100507077,8.66666666667
LOC100101266,3.33333333333
CXCL12,95.3333333333
NSUN5P2,98.0
RGPD5 /// RGPD6,1.33333333333
NSUN5P1,100.0
SDHA,100.0
SDHC,100.0
SDHB,56.3333333333
SDHD,51.3333333333
SHARPIN,88.0
LOC100286844,2.33333333333
FLJ13224,0.0
ZCCHC12,46.6666666667
ZCCHC11,89.6666666667
ZCCHC10,100.0
ZCCHC17,100.0
PSG11,2.0
ZCCHC14,34.2222222222
AP1M2,88.0
ZCCHC18,68.0
PLGLA /// PLGLB1 /// PLGLB2,94.6666666667
FKBP14,97.1111111111
LOC100128098,14.0
RAB2A,90.0
STRC,2.0
CCDC147,11.6666666667
CCDC146,76.0
CCDC141,21.3333333333
MYL12A /// MYL12B,100.0
KLRB1,71.3333333333
CCDC142,76.6666666667
CCDC149,53.1666666667
CCDC148,48.3333333333
CYP3A43,7.16666666667
CMAS,99.3333333333
DLG3,89.5
DLG2,15.6666666667
SAMD12,38.0
SAMD13,81.3333333333
SAMD10,25.6666666667
SAMD11,30.6666666667
TKTL1,4.66666666667
TKTL2,7.33333333333
FKBP11,99.7777777778
SYS1,90.5
GUCY1A3,88.3333333333
CDH13,27.3333333333
FAM114A1,100.0
GRWD1,90.6666666667
FAM114A2,100.0
RENBP,30.0
LOC653479,13.3333333333
FAM3A,95.6666666667
LOC285857,1.33333333333
HIST1H3F,44.0
FAM3B,94.0
PCDH11X,8.66666666667
PCDH11Y,18.0
IGF1R,65.0666666667
FAM3C,98.2222222222
IFNK,0.0
LHB,20.0
IFNG,58.6666666667
SLC45A4,98.0
IFNE,28.6666666667
GRAMD4,96.0
SLC45A1,7.33333333333
PTGR1,99.3333333333
PTGR2,86.6666666667
LOC100507185,54.0
MTUS1,100.0
OSBPL8,100.0
OSBPL9,100.0
CEP110,86.6666666667
LOC100507408,2.66666666667
IFRD2,100.0
GMIP,5.33333333333
OSBPL2,96.6666666667
OSBPL3,98.0
KRT86 /// LOC100509764,88.6666666667
LOC100507187,0.0
OSBPL6,62.8888888889
OSBPL7,29.7777777778
LOC727869,1.33333333333
OSBPL5,50.6666666667
ADRA1A,5.16666666667
GPR21,25.3333333333
SNHG5 /// SNORD50A /// SNORD50B,100.0
TEX9,43.6666666667
ADRA1D,5.33333333333
STUB1,100.0
CD3EAP,93.3333333333
MYST4,89.7333333333
CXCL16,97.3333333333
TEX2,100.0
ARHGAP17,100.0
STARD8,84.6666666667
STARD9,48.0
ARHGAP12,100.0
